service_id,service_provider_id,venue_id,service_category,type,title,description
19cbd753-0a6b-4997-9a04-569f790ce56b,,e5397465-e601-4047-a1b6-068aa53050b2,TRANSPORT,BUS,Mise à disposition minibus avec chauffeur (22 places),"Offre d'organisation d'excursions avec visite de sites, possibilité de transport durant la journée avec un véhicule, incluant un kilométrage et un temps de présence ajustables en fonction des besoins."
bedcd7ae-292a-4a73-8459-6cae98a63289,,0d189d9f-0cff-4377-89c2-1345d4b7d09c,HOUSE,SPACE,Accès à l'espace poolhouse,
8d213b10-5766-4434-a1c3-78fbc2ecf26a,,0d189d9f-0cff-4377-89c2-1345d4b7d09c,HOUSE,SPACE,Accès à l'espace séjour,
04cb6ff8-720b-498c-a29d-9119ad0bd075,,11143e9b-e3aa-428a-afe2-bf6538e47dda,HOUSE,SPACE,Accès à l'espace Salon 1 (40 m2),
e3d02530-5823-4de5-bc39-aa3c76e114ba,,11143e9b-e3aa-428a-afe2-bf6538e47dda,HOUSE,SPACE,Accès à l'espace Terrasse centrale extérieure (80 m2),
697c785c-0046-4447-8a3f-5d44d2781d6d,,11143e9b-e3aa-428a-afe2-bf6538e47dda,HOUSE,SPACE,Accès à l'espace Cuisine-Salle à manger (50 m2),
beb80f35-e4e7-42fe-995d-14858523460a,,11b3a1a3-149b-4ff8-b163-8f31297a8368,HOUSE,SPACE,Accès à l'espace Cannes,
b9a17f89-f0b7-46d9-8f08-d8a14fad28f5,,a4086cb5-f42d-4c6e-9f8c-b24b8f1220e2,HOUSE,SPACE,la salle de réception 2,
9a0ef5e7-68c9-4e5e-a002-05c3df7e6073,,80570c38-151b-4277-9f94-f84d03f73ecf,RESTAURATION,DRINK,"Forfait boissons soirée alcool fort, vin, bière et soft (durée 2 heures)",
472d9db8-324a-48d9-a481-8a13fcf86bd1,,87f49134-83ee-4756-89d1-736e0156bd4f,RESTAURATION,DINNER,Dîner,
202c7eb5-d269-4ce8-afea-714bacfb8491,,87f49134-83ee-4756-89d1-736e0156bd4f,RESTAURATION,AFTERNOON_SNACK,Pause après-midi,
a1f0a154-bffc-490d-bd78-72813d9eaca2,,302fe4c7-c78f-4b08-8eff-d4785e90e179,RESTAURATION,MORNING_SNACK,"Pause matin (eau, thé, café, jus de fruits, viennoiseries)",
74b9b5d8-e7c1-415c-885f-fbea3b260ea4,,302fe4c7-c78f-4b08-8eff-d4785e90e179,RESTAURATION,AFTERNOON_SNACK,"Pause après-midi (eau, thé, café, jus de fruits, mignardises)",
fe495fab-1e51-4260-bc4c-743a91b46b76,,87f49134-83ee-4756-89d1-736e0156bd4f,RESTAURATION,MORNING_SNACK,Pause matin,
ca0ea460-a69f-4c4c-9ca7-982fec9ebba6,,50f6212d-39e9-46a7-8317-67b70d323060,RESTAURATION,AFTERNOON_SNACK,Pause Apres midi,
f3b63848-d9d6-4856-8551-b2f69cb516e9,,50f6212d-39e9-46a7-8317-67b70d323060,ACTIVITY,DEGUSTATION,Visite de cave et dégustation,
fd973852-863f-4e62-933e-5db4a3da9a28,,80570c38-151b-4277-9f94-f84d03f73ecf,RESTAURATION,AFTERNOON_SNACK,"Pause après-midi (eau, thé, café, jus de fruits, mignardises)",
40243c31-4e90-4464-a371-6c4432e7dea2,,a4086cb5-f42d-4c6e-9f8c-b24b8f1220e2,HOUSE,SPACE,La salle de réception modulable,
ae21a6a9-2d4a-4afc-9bd2-e972368b6c6b,,11b3a1a3-149b-4ff8-b163-8f31297a8368,HOUSE,SPACE,Accès à l'espace Salon Claude Nobs,
c436aab7-63db-4644-a3c9-335271582a69,,0ada2820-ddd2-45a9-851e-bf8cd131e384,RESTAURATION,LUNCH,Déjeuner,
7e87e909-2ec9-4145-9cd8-88074c623135,,bbe3a056-ef57-4ccf-96b9-0eee6ff8ec18,RESTAURATION,DINNER,"Diner buffet, eaux et café avec vin ",
946520df-7635-4f0e-b6c0-ada4fbdc151e,,3ff05460-affc-4666-8f57-92e562c57962,RESTAURATION,BREAKFAST,Petit-déjeuner buffet,
3f41a8e8-d24c-4249-8545-5d03282af129,,bbe3a056-ef57-4ccf-96b9-0eee6ff8ec18,RESTAURATION,AFTERNOON_SNACK,Pause après-midi,
85e3eecc-4cc2-41be-b56f-f8e97867226f,,bbe3a056-ef57-4ccf-96b9-0eee6ff8ec18,RESTAURATION,BREAKFAST,Petit-déjeuner,
2febcd0d-e633-4bf5-bee8-aa5b074d14fc,,0ada2820-ddd2-45a9-851e-bf8cd131e384,RESTAURATION,BREAKFAST,Petit-déjeuner,
297580ae-67a6-4302-b144-fe03a4c3d25b,,3ff05460-affc-4666-8f57-92e562c57962,RESTAURATION,MORNING_SNACK,"Pause matin (eau, thé, café, jus de fruits, viennoiseries)",
56fe42c1-def0-4d13-919c-18df19e7d6d6,,bbe3a056-ef57-4ccf-96b9-0eee6ff8ec18,RESTAURATION,LUNCH,"Déjeuner buffet, eaux et café avec vin ",
94c3539e-7a39-4347-bb6f-b900e2a24181,,302fe4c7-c78f-4b08-8eff-d4785e90e179,RESTAURATION,LUNCH,"Déjeuner servi 3 plats, eaux et café hors vin",Sélection exceptionnelle
e0301084-06ea-4704-9c08-cee2c2f22710,,302fe4c7-c78f-4b08-8eff-d4785e90e179,RESTAURATION,BREAKFAST,Petit-déjeuner buffet,
de168fdc-7643-4c1a-a6a6-fb1685576e43,,87f49134-83ee-4756-89d1-736e0156bd4f,RESTAURATION,LUNCH,Déjeuner,
97ba21ac-e815-49aa-a5b3-092ecb664f18,,3ffcc0c4-c3d9-4e8a-8faa-af3f7dad3f5b,RESTAURATION,MORNING_SNACK,Pause matin,
6a34ad93-4ff6-49f1-ac33-acc2380d25fb,,3ff05460-affc-4666-8f57-92e562c57962,RESTAURATION,AFTERNOON_SNACK,"Pause après-midi (eau, thé, café, jus de fruits, mignardises)",
af4f9568-010b-401d-8544-6fdfe764ab86,,11b3a1a3-149b-4ff8-b163-8f31297a8368,HOUSE,SPACE,Accès à l'espace La Baule,
00cc991d-c071-4d2b-85b6-e00a1a5765c2,,3ff05460-affc-4666-8f57-92e562c57962,RESTAURATION,LUNCH,"Déjeuner 2 plats, eaux et café hors vin ",Menu incluant un plat principal et un dessert.
761dcd83-2308-4f63-bee5-24bad7239754,,87f49134-83ee-4756-89d1-736e0156bd4f,RESTAURATION,BREAKFAST,Petit-déjeuner,
83c2852e-376f-461a-8445-9fb4cd50ffef,,bbe3a056-ef57-4ccf-96b9-0eee6ff8ec18,RESTAURATION,MORNING_SNACK,Pause matin,
33bca656-5ee6-444c-8e7d-538754376fde,,3ff05460-affc-4666-8f57-92e562c57962,RESTAURATION,DINNER,"Dîner 3 plats, eaux et café hors vin ","Service dans un lieu partagé, disponible en soirée. Options de menu identiques pour tous les participants."
2ad5978f-b855-41ad-83ca-497665a4ed58,,11b3a1a3-149b-4ff8-b163-8f31297a8368,HOUSE,SPACE,Accès à l'espace Biarritz,
0bae8f53-2d5e-4c04-81c8-c17ca53226b4,,0ada2820-ddd2-45a9-851e-bf8cd131e384,RESTAURATION,AFTERNOON_SNACK,Pause après-midi,
010f18a1-2c23-4d9d-ad9b-366a8c5d7b9d,,f70faf70-594c-4823-8466-0f69aad4b1b4,RESTAURATION,DINNER,Dîner,
224d8343-cd9e-4e1e-aae4-fe8f01477def,,11b3a1a3-149b-4ff8-b163-8f31297a8368,HOUSE,SPACE,Accès à l'espace Piscine,
72a687df-f423-440a-8e36-f968df82d2f5,,0ada2820-ddd2-45a9-851e-bf8cd131e384,RESTAURATION,MORNING_SNACK,Pause matin,
98ab381b-f98d-4118-9efe-4f8fc5d42759,,0ada2820-ddd2-45a9-851e-bf8cd131e384,RESTAURATION,DINNER,Dîner,
d263d60c-8e26-42eb-93d3-b7ad3f121ce3,,15bdfca9-745a-46bc-a47b-c7ead74d11d1,HOUSE,SPACE,Accès à l'espace Pasteur (30 m2),
2b07f9e3-4326-4139-b66b-de44a943717c,,3ffcc0c4-c3d9-4e8a-8faa-af3f7dad3f5b,RESTAURATION,BREAKFAST,Petit-déjeuner,
0eb45c13-930d-42e7-869e-1c7b798d8f9a,,3ffcc0c4-c3d9-4e8a-8faa-af3f7dad3f5b,RESTAURATION,AFTERNOON_SNACK,Pause après-midi,
0b464e02-a97c-4198-b003-b9f32fe33972,,6debe468-9703-43dc-b4bc-beed7abedb8b,RESTAURATION,MORNING_SNACK,Pause matin,
c81f0a88-43af-405b-9712-06f7cfac52ef,,6debe468-9703-43dc-b4bc-beed7abedb8b,RESTAURATION,BREAKFAST,Petit-déjeuner,
a45b81ba-2a66-4a53-8394-6fee302d96c7,,f70faf70-594c-4823-8466-0f69aad4b1b4,RESTAURATION,LUNCH,Déjeuner,
94dc517d-03c7-4204-9717-e02a06d9e4cc,,f70faf70-594c-4823-8466-0f69aad4b1b4,RESTAURATION,MORNING_SNACK,Pause matin,
2ea99176-8479-4c7f-a012-59cf4f1e80fe,,3ffcc0c4-c3d9-4e8a-8faa-af3f7dad3f5b,RESTAURATION,DINNER,Dîner,
38688b2d-219c-438b-bd22-41d92526afc0,,15bdfca9-745a-46bc-a47b-c7ead74d11d1,HOUSE,SPACE,Accès à l'espace Petite salle (15 m2),
63b26058-a598-4515-9ed7-e32d8ab11a81,,3ffcc0c4-c3d9-4e8a-8faa-af3f7dad3f5b,RESTAURATION,LUNCH,Déjeuner,
1b70cc63-aa0d-46d2-b50d-0efa940798fe,,f70faf70-594c-4823-8466-0f69aad4b1b4,RESTAURATION,AFTERNOON_SNACK,Pause après-midi,
f19fe422-ca24-47d8-b049-21bb907eb5f4,,15bdfca9-745a-46bc-a47b-c7ead74d11d1,HOUSE,SPACE,Accès à l'espace Premium (25 m2),
66f817ff-f55d-4d7c-80b7-282c3efe9735,,42decf6b-45c2-4188-8395-1b6051bf5ba6,RESTAURATION,DINNER,Dîner,
75f0f86d-93d5-4c64-8c77-9dbfcf00494a,,1e62a9f5-9ad0-4cec-96c8-066a48681e55,HOUSE,SPACE,Accès à l'espace séjour,
60f454ae-1213-4497-8a6b-a383e6cfd70d,,6debe468-9703-43dc-b4bc-beed7abedb8b,RESTAURATION,LUNCH,Déjeuner 3 plats,
14ac1eab-e725-4bec-a782-cca7bf8a37a7,,f61a8e8f-3ffd-4649-aa4c-a3ff2bac8b6d,RESTAURATION,LUNCH,Déjeuner,
c89a24bf-4ac4-44f5-b2a7-0ae72ce4175b,,24059051-f96a-4a89-8c49-ac84dab5aef6,HOUSE,SPACE,Accès à l'espace Vanille 1+2 (70 m2),
ff9c07f0-d00a-4605-8f4c-4bdd6ef077eb,,f70faf70-594c-4823-8466-0f69aad4b1b4,RESTAURATION,BREAKFAST,Petit-déjeuner,
a4fc66bc-2d0e-44fc-aca5-abfac74a83ab,,6debe468-9703-43dc-b4bc-beed7abedb8b,RESTAURATION,DINNER,Dîner,
2fce6bcc-6b2d-4734-8cd0-0407ceab976b,,6debe468-9703-43dc-b4bc-beed7abedb8b,RESTAURATION,AFTERNOON_SNACK,Pause après-midi,
ac238bb9-4a4c-4b44-975b-d47acba0893f,,24059051-f96a-4a89-8c49-ac84dab5aef6,HOUSE,SPACE,Accès à l'espace Safran 2 (76 m2),
7c3a2844-c55b-4987-9e18-b58c20260333,,42decf6b-45c2-4188-8395-1b6051bf5ba6,RESTAURATION,MORNING_SNACK,Pause matin,
0449a6c0-2efa-4e43-ba61-015a4384dbc7,,42decf6b-45c2-4188-8395-1b6051bf5ba6,RESTAURATION,AFTERNOON_SNACK,Pause après-midi,
26f13765-e98e-4c7e-b275-9d6ff4d48084,,f0c7d9f3-4bb3-47c5-88d1-ad4a814a8d11,RESTAURATION,AFTERNOON_SNACK,Pause après-midi,
b35b5281-9e8b-451d-b23a-5f4e7091f9ac,,f0c7d9f3-4bb3-47c5-88d1-ad4a814a8d11,RESTAURATION,BREAKFAST,Petit déjeuner,
52f66a10-6f1b-403f-a1e6-a944bdaef4c8,,42decf6b-45c2-4188-8395-1b6051bf5ba6,RESTAURATION,LUNCH,Déjeuner,
9f1729c8-8284-40d4-b8f0-97fdcee21b7f,,06450519-c75e-436b-b7fa-25e7f40b2d89,RESTAURATION,AFTERNOON_SNACK,Pause après-midi,
0eea32dc-d953-4e09-bb47-81a626ff01af,,f61a8e8f-3ffd-4649-aa4c-a3ff2bac8b6d,RESTAURATION,BREAKFAST,Petit déjeuner,
725e4466-ddc1-4305-ab67-c492d942878e,,bbe3a056-ef57-4ccf-96b9-0eee6ff8ec18,RESTAURATION,DINNER,"Cocktail ""étoffé""",
4927fff2-0dad-49ba-a47a-d9182e28836e,,8d0aea74-bcd3-4260-b3df-8f1a442b1bb1,RESTAURATION,DINNER,Dîner,
b0579974-af17-4827-b7b8-8ce69db34845,,3a8f6ccd-badc-4c11-ad6c-df0d07032227,RESTAURATION,BREAKFAST,Petit déjeuner,
74b4640d-15a5-4606-89af-180d7cbafa61,,4bb2f1f6-815f-490e-a7e4-38be6df608d2,RESTAURATION,DINNER,Dîner,
8152b7b0-2943-40ae-a265-20042fb84f83,,42decf6b-45c2-4188-8395-1b6051bf5ba6,RESTAURATION,BREAKFAST,Petit déjeuner,
87f133fd-5056-4abe-a998-c7122d0b47c0,,1bf4ffcc-b1c5-432f-b1bc-b87355f1044e,RESTAURATION,DRINK,Apéritif,Boissons pétillantes et petites bouchées
e412a38f-c5c1-4856-a7fb-c7e961081088,,1bf4ffcc-b1c5-432f-b1bc-b87355f1044e,RESTAURATION,LUNCH,Déjeuner buffet,
5dad011c-d535-4503-a2c6-885c017a652e,,1bf4ffcc-b1c5-432f-b1bc-b87355f1044e,HOUSE,SPACE,Location salle de sous-commission équipée - Journée,
25ce5fd3-2608-4a66-b5b7-f8850ffe8589,,1bf4ffcc-b1c5-432f-b1bc-b87355f1044e,HOUSE,EXTRA,Droit de bouchon,"Frais à prévoir pour chaque contenant d'alcool apporté (vins, bières, spiritueux)"
38fa8ac2-0efd-4bed-a9da-e6ab4e41baa6,,8d0aea74-bcd3-4260-b3df-8f1a442b1bb1,RESTAURATION,LUNCH,Déjeuner,
76f84649-a0a1-4399-9a03-d117baf0b436,,2a75d2e9-da6c-4411-a8df-9b6dfb762743,RESTAURATION,AFTERNOON_SNACK,Pause après-midi,
afde60d5-68d9-4dc1-adcf-600c674394ca,,967fbd8e-b5ac-43b6-ae1d-01b80f97ddee,RESTAURATION,DINNER,Dîner,
1b4102ba-469e-44cf-a243-cb2ccc425c83,,6bcba7c5-b55d-405d-b050-c63d3a31ecae,RESTAURATION,LUNCH,Déjeuner,
27bf74b5-168e-48da-8c51-7aa4978a3195,,bbe3a056-ef57-4ccf-96b9-0eee6ff8ec18,HOUSE,EXTRA,Frais de dossier,
1a9c8b0f-3bfc-4ecb-865d-57785b79f5ba,,8d0aea74-bcd3-4260-b3df-8f1a442b1bb1,RESTAURATION,MORNING_SNACK,Pause matin,
9bf1eac5-f4e5-496a-b7e4-0958b8df18b6,,06450519-c75e-436b-b7fa-25e7f40b2d89,RESTAURATION,LUNCH,Déjeuner,
70e9de72-6acc-4153-81e2-b76453179f81,,f61a8e8f-3ffd-4649-aa4c-a3ff2bac8b6d,RESTAURATION,AFTERNOON_SNACK,Pause après-midi,
d2b2fdff-9af6-4c84-9c3d-f0bd3283a23a,,967fbd8e-b5ac-43b6-ae1d-01b80f97ddee,RESTAURATION,LUNCH,Déjeuner,
b2f9156f-6efd-491c-9010-6fdb00932f77,,2a75d2e9-da6c-4411-a8df-9b6dfb762743,RESTAURATION,DINNER,Dîner,
0feabbcc-cc86-4c88-9ab2-1b7e5b5ff3f4,,967fbd8e-b5ac-43b6-ae1d-01b80f97ddee,RESTAURATION,AFTERNOON_SNACK,Pause après-midi,
1cb53e73-5733-4d5f-8119-235f1f9e275c,,2a75d2e9-da6c-4411-a8df-9b6dfb762743,RESTAURATION,BREAKFAST,Petit déjeuner,
dd665c55-4f41-48f5-a6ae-6fe4985837da,,2a75d2e9-da6c-4411-a8df-9b6dfb762743,RESTAURATION,MORNING_SNACK,Pause matin,
256f07c9-c618-46c0-be2c-61366655d1ee,,f61a8e8f-3ffd-4649-aa4c-a3ff2bac8b6d,RESTAURATION,MORNING_SNACK,Pause matin,
7f5f4fda-7e13-490a-acbb-09be84c5f37d,,967fbd8e-b5ac-43b6-ae1d-01b80f97ddee,RESTAURATION,MORNING_SNACK,Pause matin,
76c57a07-87b2-4125-b3de-38c72b2c7eaf,,f0c7d9f3-4bb3-47c5-88d1-ad4a814a8d11,RESTAURATION,LUNCH,Déjeuner,
1a1a723c-38b6-4a57-97c1-a70d176c1394,,2a75d2e9-da6c-4411-a8df-9b6dfb762743,RESTAURATION,LUNCH,Déjeuner,
24a508c3-a06f-436b-8efa-6693d76a2b0d,,8d0aea74-bcd3-4260-b3df-8f1a442b1bb1,RESTAURATION,BREAKFAST,Petit déjeuner,
1fdeaba6-6b75-48e3-95b9-a38dcf0a3517,,f0c7d9f3-4bb3-47c5-88d1-ad4a814a8d11,RESTAURATION,MORNING_SNACK,Pause matin,
ce7e891f-cd74-40fd-b1cd-06435f0be936,,1bf4ffcc-b1c5-432f-b1bc-b87355f1044e,RESTAURATION,AFTERNOON_SNACK,Pause après-midi,Boissons variées et petites douceurs
954afb22-37be-46eb-8772-090f324b52e3,,bbe3a056-ef57-4ccf-96b9-0eee6ff8ec18,RESTAURATION,DRINK,Forfait vin,
18665c35-f819-4917-8979-ed53e893ebb6,,1bf4ffcc-b1c5-432f-b1bc-b87355f1044e,HOUSE,STAFF,Heure supplémentaire de service (soirée dansante),
fd2842f2-1104-4b73-a1dc-c148fdccd1d2,,f0c7d9f3-4bb3-47c5-88d1-ad4a814a8d11,RESTAURATION,DINNER,Dîner,
87b019fe-bce5-42fd-a6bf-fd10b16c7d7a,,967fbd8e-b5ac-43b6-ae1d-01b80f97ddee,RESTAURATION,BREAKFAST,Petit déjeuner,
e7d2a594-2580-4dd1-bde7-d7e9ab810b4e,,06450519-c75e-436b-b7fa-25e7f40b2d89,RESTAURATION,MORNING_SNACK,Pause matin,
