id,title,description,latitude,longitude,city,region,postal_code,department,country,category,max_distance_in_meters
5d3ff90b-c835-4ecc-9e05-5bdf1ccb3c6d,Prestataire 10,,41.3936666,2.1541416,Barcelona,Catalunya,8008,Barcelona,Espagne,ACTIVITY,300000.0
8ee71ea0-d2ec-4272-9833-916e2bf86ee7,Prestataire 11,,47.98666739999999,0.2823795,Changé,Pays de la Loire,72560,Sarthe,France,RESTAURATION,50000.0
56d87842-7809-4516-95f5-ab23ba32483f,Prestataire 12,"Créée récemment, cette entreprise se spécialise dans les loisirs urbains et propose des activités d'escape game en extérieur dans plusieurs localités. Que ce soit entre amis, pour un événement spécial ou un team building, elle a accueilli un grand nombre de participants qui ont pu explorer divers parcours en milieu urbain ou en ligne. De plus, l'équipe est composée de passionnés de jeux d'énigmes, travaillant constamment à l'élaboration de scénarios innovants pour faire découvrir le patrimoine de manière amusante.",44.8432933,-0.5772357,Bordeaux,Nouvelle-Aquitaine,33000,Gironde,France,ACTIVITY,1000000.0
bd9a6132-22aa-4e69-a35d-3c2951d1e5d2,Prestataire 13,,45.6216898,5.4359876,Vignieu,Auvergne-Rhône-Alpes,38890,Isère,France,ACTIVITY,100000.0
0014f89f-760b-4539-8bf5-35f0ddb7b889,Prestataire 14,"Dès mon arrivée dans une région côtière, j’ai eu plaisir à découvrir tous ses trésors naturels et historiques. Ensuite, mes explorations m’ont amené à partir le long d'une vallée, puis du littoral. À chaque fois, j’ai découvert des endroits secrets, préservés et surprenants. Aujourd’hui, à votre tour de partir à l’aventure ! Et si vous préférez rester sur place, c’est bien l’aventure qui viendra à vous !",50.1071362,1.7215424,Miannay,Hauts-de-France,80132,Somme,France,ACTIVITY,30000.0
444c2c41-2843-40f4-8d06-3818c6fe6754,Prestataire 15,,48.8471301,2.2930583,Paris,Île-de-France,75015,Département de Paris,France,ACTIVITY,
2b3b4564-d51f-4cee-9f5a-a10242e734b3,Prestataire 16,"Une entreprise spécialisée dans la fourniture de services de traiteur, mettant en avant des partenariats avec des artisans locaux et des experts reconnus. Elle se concentre sur la création de buffets et cocktails de haute qualité, tout en soutenant l'économie locale et en favorisant l'entrepreneuriat. Grâce à une application, les devis peuvent être réalisés rapidement, et l'entreprise s'engage à respecter des valeurs telles que la qualité, le local, l'impact écologique et les circuits courts.",43.6492064,1.446269,Toulouse,Occitanie,31200,Haute-Garonne,France,RESTAURATION,1000000.0
49030698-5d26-4e74-81e4-46918e03e775,Prestataire 17,"Que ce soit debout ou assis, pour un moment convivial ou un repas, pour un petit déjeuner ou une pause gourmande… vous trouverez certainement l'option idéale dans notre gamme de services. Nous nous adaptons à toutes vos demandes, dans divers espaces ; même ceux sans installation de cuisine.",47.29845359999999,5.0671459,Dijon,Bourgogne-Franche-Comté,21000,Côte-d'Or,France,RESTAURATION,30000.0
7ebf6fe1-7f6a-4483-9c1b-5bfa97db197d,Prestataire 18,,48.8338554,2.3247576,Paris,Île-de-France,75014,Département de Paris,France,ACTIVITY,30000.0
fec450fd-fd96-47e6-b1c2-2d561c8cc002,Prestataire 19,,43.2430051,5.367321599999999,Marseille,Provence-Alpes-Côte d'Azur,13008,Bouches-du-Rhône,France,ACTIVITY,30000.0
32fbe8b6-74e9-4db8-8709-eaf85ddb783e,Prestataire 20,,47.2076709,-1.4740101,Basse-Goulaine,Pays de la Loire,44115,Loire-Atlantique,France,RESTAURATION,50000.0
501b7e82-cb1d-461b-b2a9-1063fa9a5c4e,Prestataire 21,,48.8431137,2.2864351,Paris,Île-de-France,75015,Département de Paris,France,TRANSPORT,100000.0
a0deb707-a54e-4689-b4e7-34616e57cdfd,Prestataire 22,,48.896923,2.4345279,Romainville,Île-de-France,93230,Seine-Saint-Denis,France,ACTIVITY,50000.0
51258da1-fe61-47a1-83fe-e332fa80b42f,Prestataire 23,"Un collectif de créateurs propose des expériences immersives telles que des jeux de piste et des chasses au trésor, axés sur des thèmes historiques ou fictifs. Ils offrent également des activités en intérieur pour des groupes disposant d'une salle de réunion, tout en étant flexibles aux besoins des clients.",48.8517844,2.354104,Paris,Île-de-France,75004,Département de Paris,France,ACTIVITY,50000.0
8a50fdfe-2a6d-423e-93b9-8f95ec83b9f0,Prestataire 24,"Un service de traiteur spécialisé dans l'organisation de réceptions privées telles que des baptêmes, mariages, communions, repas de famille, ainsi que des cocktails, vins d'honneur, apéritifs dînatoires et buffets. Pour les repas d'affaires, une variété de plateaux repas et buffets est proposée. Chaque jour, un plat du jour (viande ou poisson) est préparé avec une garniture. Des desserts variés, des mignardises et des petits fours secs sont également élaborés.",45.9137521,6.1236501,Annecy,Auvergne-Rhône-Alpes,74000,Haute-Savoie,France,RESTAURATION,30000.0
70289593-8a7c-454a-a832-192ea78c17bf,Prestataire 25,"Professionnelle de l'audiovisuel, je suis une auto-entrepreneuse dynamique et motivée, avec une expérience de 2 ans dans le domaine. J'ai co-produit et réalisé un documentaire à venir, ce qui m'a permis de développer mes compétences pour répondre aux besoins divers de ma clientèle.",48.87648979999999,2.3705659,Paris,Île-de-France,75010,Département de Paris,France,ACTIVITY,20000.0
4c5436c9-1058-4131-bcd7-2157ea7a8d5a,Prestataire 26,,49.2529205,2.4393181,Montataire,Hauts-de-France,60160,Oise,France,ACTIVITY,100000.0
90f99ec0-e285-4a5a-b4f3-d8903d274f17,Prestataire 27,"Participez à une exploration guidée à travers des rues dynamiques et des lieux notables d'une ville française pour découvrir son charme et son histoire uniques. Laissez-vous inspirer par des guides passionnés qui partageront des anecdotes intéressantes et des détails captivants sur chaque site visité. Au cours de cette expérience, vous découvrirez l'essence vibrante de cette ville, où la modernité se mêle au patrimoine, et où chaque rue dévoile une nouvelle dimension de son passé et de son présent. Engagez-vous dans cette aventure enrichissante qui vous laissera des souvenirs mémorables de cette destination du sud de la France !",43.6095516,3.881559199999999,Montpellier,Occitanie,34000,Hérault,France,ACTIVITY,20000.0
4076cea9-21bf-46d2-94b0-14d268a211f2,Prestataire 28,,49.333835,0.0917617999999999,Saint-Arnoult,Normandie,14800,Calvados,France,RESTAURATION,50000.0
aefc22e5-f979-406b-bae9-f09b230c4a92,Prestataire 29,,45.6975431,-0.3215416,Cognac,Nouvelle-Aquitaine,16100,Charente,France,RESTAURATION,100000.0
d4286e93-21f3-4f60-af44-8a7a2d2d63af,Prestataire 30,"Un service de restauration propose une variété de plats du jour, des buffets froids, des pâtisseries salées faites maison, des plateaux repas et une carte spéciale pour les apéritifs. Les desserts et pâtisseries sont également faits maison. La livraison est disponible dans une certaine zone à partir d'un montant minimum de commande.",48.50700399999999,-2.7502559,Saint-Brieuc,Bretagne,22000,Côtes-d'Armor,France,RESTAURATION,30000.0
207da8a6-55e6-489d-941f-1dce1315e6a8,Prestataire 31,,48.8661778,2.3291679,Paris,Île-de-France,75001,Département de Paris,France,TRANSPORT,1000000.0
a8e9b9d4-e7b6-48e3-9a69-814672fd071a,Prestataire 32,"Événement d'activités en plein air autour d'un plan d'eau. L'espace comprend un plan d'eau, plusieurs hectares de terrain et un espace de restauration pour partager des moments conviviaux. Options d'activités variées incluant des sports nautiques, des jeux d'équipe, et des défis d'orientation. L'objectif est de former des équipes, de participer à différentes épreuves et de gagner des points basés sur la performance. Des récompenses peuvent être offertes aux équipes gagnantes. Nous sommes disponibles pour personnaliser l'événement selon vos besoins et préférences.",42.79008899999999,0.5914399,Bagnères-de-Luchon,Occitanie,31110,Haute-Garonne,France,ACTIVITY,1000000.0
7fd564ac-7ce7-4e6e-a4a1-04d32d120bf8,Prestataire 33,"Découvrez un établissement emblématique, situé à proximité d'une gare dans une grande ville française depuis le 19ème siècle. Ouvert tous les jours de la semaine.",45.7506958,4.8236875,Lyon,Auvergne-Rhône-Alpes,69002,Rhône,France,RESTAURATION,1000000.0
2c79bab0-f086-4e3c-806c-cadef77091a5,Prestataire 34,,42.56554749999999,8.756455199999998,Calvi,Corse,20260,Haute-Corse,France,TRANSPORT,50000.0
81db2278-0f2f-4104-a962-55941137e8f0,Prestataire 35,,48.8185497,2.2863788,Vanves,Île-de-France,92170,Hauts-de-Seine,France,ACTIVITY,100000.0
02004e4b-6d2a-47cb-a4e8-99f643b771d7,Prestataire 36,"Un partenaire de longue date propose une gamme complète d'activités de team building pour votre retraite. Ces activités sont axées sur le partage de passion et de connaissances. Soutenir une équipe est important, mais l'aider à se développer l'est encore plus.",50.75164589999999,-1.9448622,,England,BH12 4NU,"Bournemouth, Christchurch and Poole",Royaume-Uni,ACTIVITY,120000.0
43400e04-32c5-4af5-bd94-8b890798623f,Prestataire 37,"Nous vous offrons la possibilité de rendre votre événement mémorable grâce à notre expertise. Nous vous assistons dans l'organisation d'un moment de convivialité avec vos équipes autour d'un repas léger, d'un petit déjeuner ou d'un cocktail, en concevant ensemble une prestation sur mesure.",46.1595017,-1.1476463,La Rochelle,Nouvelle-Aquitaine,17000,Charente-Maritime,France,RESTAURATION,30000.0
13fa0948-3a04-4716-b4d2-fd6c80101e06,Prestataire 38,"Une entreprise de traiteur familiale, qui a su évoluer avec ses clients, propose son expertise pour l'organisation complète d'événements. Des professionnels qualifiés, tels que des maîtres d'hôtels et des cuisiniers, sont à disposition pour garantir le bon déroulement et la qualité de chaque événement. L'équipe, professionnelle et accueillante, accompagne les clients tout au long de la prestation. Grâce à leur expérience, ils sont en mesure de créer des menus raffinés adaptés aux souhaits et au budget des clients.",46.31906,-0.419878,Niort,Nouvelle-Aquitaine,79000,Deux-Sèvres,France,RESTAURATION,30000.0
07baca3b-67ef-43bb-b955-53c5303755e5,Prestataire 39,"Professionnelle spécialisée dans la création de contenu et la communication, elle combine créativité et stratégie pour développer des concepts uniques. Son savoir-faire en photographie et en vidéo couvre l'ensemble du processus, de la direction artistique à la post-production, tout en concevant des projets mémorables. Titulaire d'un diplôme en communication audiovisuelle et d'un master en scénario et réalisation, elle maîtrise l'art de transformer des idées en récits visuels impactants et de les diffuser efficacement pour promouvoir une marque, un événement ou un produit.",48.5092308,2.2673273,Janville-sur-Juine,Île-de-France,91510,Essonne,France,ACTIVITY,100000.0
5fa707ca-9c75-43d4-b061-2263b74a9711,Prestataire 40,,48.82713,2.276808,Issy-les-Moulineaux,Île-de-France,92130,Hauts-de-Seine,France,ACTIVITY,100000.0
c58dc0da-b486-4a68-a572-ff83d705ba5f,Prestataire 41,,48.875954,2.3361152,Paris,Île-de-France,75009,Département de Paris,France,ACTIVITY,700000.0
0dea6a44-ae24-44e0-8ffe-bf56c916fb1f,Prestataire 42,"Une entreprise spécialisée dans le conseil collaboratif, offrant des services aux organisations souhaitant améliorer ou instaurer des pratiques de développement durable. Elle propose un accompagnement sur la stratégie et les aspects opérationnels liés à la responsabilité sociétale et à la santé, sécurité et environnement, en veillant à la cohérence de ces démarches à travers une approche globale et pratique.",48.8049858,2.4429325,Maisons-Alfort,Île-de-France,94700,Val-de-Marne,France,ACTIVITY,100000.0
42827d44-6f35-490b-b5d1-06ce325cbd10,Prestataire 43,"Un chef propose une cuisine familiale, préparée avec soin et faite maison. Ce professionnel adopte une approche responsable en mettant l'accent sur la réduction des déchets grâce à des contenants réutilisables. Il vous contactera au plus tard 72 heures avant l'événement pour définir les menus et prendre en compte vos éventuelles restrictions alimentaires. Commande minimum de 300€, frais de livraison inclus.",49.669373,1.109694,Saint-Victor-l'Abbaye,Normandie,76890,Seine-Maritime,France,RESTAURATION,30000.0
1a366ee6-e79e-4382-85e8-0146899a331e,Prestataire 44,"Bonjour, je suis votre contact dédié pour l'organisation d'événements. Avec un accent sur la création d'expériences de renforcement d'équipe exceptionnelles, je suis ici pour vous accompagner à chaque étape du processus de planification. Que ce soit pour choisir les activités idéales ou pour garantir que toute la logistique soit prise en charge, vous pouvez compter sur moi pour fournir un soutien dévoué et rendre votre événement d'entreprise à la fois fluide et mémorable.",51.2741284,-0.7714591000000001,,England,GU14 6UU,Hampshire,Royaume-Uni,ACTIVITY,32000.0
b815c900-5479-48c7-9e61-9a5324f7a5cf,Prestataire 45,,45.6180303,5.1813329,Vaulx-Milieu,Auvergne-Rhône-Alpes,38090,Isère,France,ACTIVITY,300000.0
0ce28d7a-baa8-4d82-838e-2cf32e048eaa,Prestataire 46,"Une entreprise spécialisée dans la location de matériel pour la capture de photos et la décoration pour divers types d'événements, qu'ils soient professionnels ou privés.",45.7951182,5.126335200000001,Villette-d'Anthon,Auvergne-Rhône-Alpes,38280,Isère,France,ACTIVITY,200000.0
45199117-fe90-4ef9-8c6f-756bb58b9477,Prestataire 47,,48.838277,2.3539694,Paris,Île-de-France,75005,Département de Paris,France,ACTIVITY,100000.0
2fa39bc8-dba4-47e9-a391-df9c82f8f24a,Prestataire 48,"(Re)découvrez le plaisir de créer à travers divers ateliers qui encouragent la créativité. Que ce soit le dessin, la peinture, ou d'autres techniques artistiques, ces sessions sont conçues pour tous les niveaux et les envies. Laissez-vous aller à votre élan créatif et ressentez la satisfaction d'une réalisation personnelle.",48.8961435,2.3578681,Paris,Île-de-France,75018,Département de Paris,France,ACTIVITY,80000.0
ada13de7-1175-4337-89d8-5823c91a0943,Prestataire 49,,47.996374,2.9289793,Chuelles,Centre-Val de Loire,45220,Loiret,France,RESTAURATION,100000.0
80dbb976-454e-4c6a-bf81-5d8e84884466,Prestataire 50,"Vous cherchez à organiser un événement pour divertir vos participants, que ce soit lors d'un séminaire ou pour accueillir des clients après une présentation. Vous souhaitez offrir une expérience unique en leur faisant découvrir des spécialités locales lors d'une soirée conviviale, ou célébrer des succès commerciaux après une réunion importante.",47.9486478,2.0532447,Vennecy,Centre-Val de Loire,45760,Loiret,France,ACTIVITY,30000.0
5764ddd5-ed87-433f-99a6-ed50dc92c703,Prestataire 51,,43.925681,4.263559,La Calmette,Occitanie,30190,Gard,France,ACTIVITY,200000.0
1d1917e7-a524-4598-a2bc-0fe1bdb6f02b,Prestataire 52,,43.393408,5.2070783,Gignac-la-Nerthe,Provence-Alpes-Côte d'Azur,13180,Bouches-du-Rhône,France,TRANSPORT,100000.0
2b58bdd8-054e-4904-b052-bd7154a7c032,Prestataire 53,,44.6492043,10.9238674,Modena,Emilia-Romagna,41121,Provincia di Modena,Italie,RESTAURATION,50000.0
6b3582d6-3221-418f-90b9-9dae66b5e7a0,Prestataire 54,"Découvrez un parc d'activités en plein air unique situé dans une région pittoresque. Offrez à vos collaborateurs une expérience mémorable dans un environnement naturel exceptionnel. Parcours adaptés à tous les niveaux, tyroliennes, défis en hauteur et activités de renforcement d'équipe. Idéal pour favoriser la cohésion d’équipe lors de séminaires. Profitez également d’un espace de détente au bord d'un plan d'eau pour un moment de convivialité. Sensations, nature et esprit d'équipe au rendez-vous ! Plusieurs activités sont proposées : accrobranche, parcours en hauteur, tyroliennes géantes et chasse au trésor.",47.15452699999999,1.1507686,Chemillé-sur-Indrois,Centre-Val de Loire,37460,Indre-et-Loire,France,ACTIVITY,50000.0
b77ff710-72d9-44b3-9c8d-42eed7edce4f,Prestataire 55,,47.6989419,2.6322854,Gien,Centre-Val de Loire,45500,Loiret,France,RESTAURATION,30000.0
74d8a019-88bb-4b59-87ae-3b8600cf862d,Prestataire 56,"Une animation humoristique et interactive qui ravira les participants, leur permettant de repartir avec un souvenir personnalisé. Possibilité d'ajouter des éléments graphiques tels que des logos ou des noms sur les créations. Professionnel avec plus de vingt ans d'expérience dans des événements variés, offrant ses services principalement dans une région spécifique.",45.832681,4.606802,L'Arbresle,Auvergne-Rhône-Alpes,69210,Rhône,France,ACTIVITY,150000.0
e8413958-8994-4844-b261-f8d6b03b0a85,Prestataire 57,,45.6716029,5.40663,Sermérieu,Auvergne-Rhône-Alpes,38510,Isère,France,ACTIVITY,300000.0
28a5c697-e156-4abf-a78b-22ab805ac512,Prestataire 58,Un événement de cohésion d'équipe est une expérience spéciale à partager avec vos collaborateurs. C'est l'opportunité de s'éloigner des tâches quotidiennes et des préoccupations professionnelles pour se focaliser sur un objectif commun : renforcer les liens au sein de l'équipe !,48.8897171,2.3229769,Paris,Île-de-France,75017,Département de Paris,France,ACTIVITY,30000.0
bc2a470b-5dfd-408c-a47c-32a041523167,Prestataire 59,"Établi depuis plusieurs années dans une région montagneuse, cet établissement offre une gamme complète de services tout au long de l'année. Il dispose de plusieurs espaces techniques et d'un large éventail de matériel de loisirs, incluant des équipements variés pour des activités de plein air. L'infrastructure comprend des installations adaptées pour accueillir des groupes de différentes tailles, allant de petits à grands événements. L'établissement met également en avant son engagement en matière de responsabilité sociale et environnementale.",45.9213078,6.4026903,Saint-Jean-de-Sixt,Auvergne-Rhône-Alpes,74450,Haute-Savoie,France,ACTIVITY,30000.0
99e16175-413f-44a9-8666-2a7e4f09a18d,Prestataire 60,"Un professionnel s'engage à renforcer les relations au sein d'une organisation en mettant l'accent sur le plaisir et la convivialité. Peu importe la taille de l'entreprise, l'élément essentiel reste de fédérer les équipes autour d'un objectif commun. Préparez-vous à vivre des expériences mémorables et hilarantes : que ce soit des activités ludiques, des jeux interactifs ou des défis amusants, les options les plus divertissantes et originales sont proposées.",47.1775775,1.4536415,Villentrois-Faverolles-en-Berry,Centre-Val de Loire,36600,Indre,France,ACTIVITY,150000.0
47bb93b9-706c-4c7c-b167-7d6019181865,Prestataire 61,"Découvrez un lieu où vous pouvez exprimer vos envies culinaires ! Que ce soit pour un repas de midi ou du soir, ou même pour un goûter ou un apéritif raffiné, créez vos plats selon vos désirs. Salades, mets salés ou sucrés, plateaux apéritifs : choisissez vos ingrédients pour élaborer le plat de votre choix. Le service de traiteur se modernise pour vous permettre de personnaliser vos repas, tandis que la sélection de produits fins vous aide à sublimer vos assiettes !",48.58442530000001,7.746975399999998,Strasbourg,Grand Est,67000,Bas-Rhin,France,RESTAURATION,30000.0
f4c4e0d7-500d-428c-9c31-cb319e775956,Prestataire 62,,48.8805326,2.2870762,Paris,Île-de-France,75017,Département de Paris,France,ACTIVITY,50000.0
771b43b8-0eef-4420-92ea-c24e0c216574,Prestataire 63,"Cette agence se spécialise dans la fourniture de services de bar pour des événements. Elle propose des bars à cocktails personnalisés, des ateliers interactifs de mixologie et des activités ludiques autour des cocktails. Avec une équipe de professionnels répartis sur tout le territoire, elle assure une couverture nationale pour répondre à divers besoins. Le concept consiste à offrir une expérience authentique de bar à cocktails directement sur le lieu de l'événement, en prenant en charge tous les aspects de l'animation et de la préparation pour garantir une expérience mémorable.",48.8575475,2.3513765,Paris,Île-de-France,,Département de Paris,France,ACTIVITY,200000.0
a5e97f9f-7605-4c29-a9c9-809db2440133,Prestataire 64,"Un service propose des activités de team building variées, incluant des expériences en plein air et en intérieur. Les options comprennent des défis multi-activités, des escape games, ainsi que des animations liées à l'audiovisuel comme le doublage de film et l'animation vidéo. Pour les soirées d'entreprise, des animations telles que des casinos lumineux, du light painting et de la réalité virtuelle sont également disponibles.",50.678396,3.0460066,Wambrechies,Hauts-de-France,59118,Nord,France,ACTIVITY,50000.0
0230fc8a-96e4-46c9-89cd-72b1c96b9aa4,Prestataire 65,"Une professionnelle est là pour accompagner vos équipes avec passion, les aidant à adopter et à cultiver des postures collaboratives pour atteindre la prospérité. Grâce à des activités ludiques et interactives, des expériences d'apprentissage captivantes et des environnements immersifs, elle donne vie à vos sessions. Le jeu devient ainsi un allié incontournable pour renforcer la cohésion d'équipe. Mettez en valeur les thématiques de votre entreprise à travers la création personnalisée de jeux sérieux, ou adoptez une approche différente lors d'ateliers de développement d'équipe en utilisant des méthodes de facilitation.",45.314727,5.596776999999999,Voreppe,Auvergne-Rhône-Alpes,38340,Isère,France,ACTIVITY,400000.0
d49e80ef-34ce-4cb3-906f-685d8fb7d52a,Prestataire 66,,48.64803500000001,-2.0241546,Saint-Malo,Bretagne,35400,Ille-et-Vilaine,France,RESTAURATION,30000.0
5c914474-3fb4-4e23-a9d4-f19c1cd41471,Prestataire 67,,49.00103610000001,3.0493484,Tancrou,Île-de-France,77440,Seine-et-Marne,France,RESTAURATION,50000.0
2e9cf45e-0394-418d-9e0f-0173566c3070,Prestataire 68,"À la recherche d'un service de restauration pour un événement, un anniversaire, un mariage ou toute autre occasion ? Un prestataire est à votre disposition pour répondre à vos demandes les plus variées. Ce service met un point d'honneur à élaborer des recettes de plats cuisinés, raffinés et savoureux. Jour après jour, l'expérience est mise à votre service pour concocter des mets toujours plus délicieux. Votre événement sera synonyme de prestation de qualité, de gastronomie et de raffinement, dès le début.",44.6620956,-1.1724931,Arcachon,Nouvelle-Aquitaine,33120,Gironde,France,RESTAURATION,30000.0
d4451a00-479a-402f-b322-479e64178cd3,Prestataire 69,,45.9072288,6.427144500000001,La Clusaz,Auvergne-Rhône-Alpes,74220,Haute-Savoie,France,ACTIVITY,30000.0
4a9b6525-2ae7-49b7-9109-6811d9b476c1,Prestataire 70,"Découvrez l'histoire d'un observatoire astronomique ouvert au public depuis plusieurs années. Niché au cœur d'un parc naturel, cet observatoire vous accueille toute l'année (sur réservation). Situé à proximité d'un lac, il offre une vue magnifique sur les étoiles, un calme absolu et une situation géographique privilégiée. Sous la conduite d'un fondateur passionné qui a créé ce projet sans aucune subvention ni aide financière, vous découvrirez la voûte céleste grâce à différents télescopes et animations autour de l'observation du ciel. C'est cette approche autodidacte et indépendante qui donne à cet observatoire son caractère unique et véritablement authentique.",43.734454,6.174909,Bauduen,Provence-Alpes-Côte d'Azur,83630,Var,France,ACTIVITY,30000.0
38ed4ba8-0074-4488-8ff2-f138548c2135,Prestataire 71,"Un chef talentueux, avec plusieurs années d'expérience dans l'art culinaire, propose des plats créatifs et délicieux. Il invite à découvrir des créations gourmandes fabriquées maison à partir de produits frais. Des solutions variées sont offertes pour des événements tels que des mariages, baptêmes, communions et anniversaires. Au menu : cocktails et apéritifs, animations culinaires, menus gastronomiques, service, vaisselle et matériel, buffets, brunchs, plateaux repas. Certains plats sont également disponibles à emporter pour des dîners romantiques ou des repas en famille ou entre amis. Ce service accompagne les moments culinaires et propose une assistance pour plus de détails ou devis.",48.7753379,-1.5673704,Jullouville,Normandie,50610,Manche,France,RESTAURATION,30000.0
a05a4711-8695-4ece-9c20-2dce191d4f73,Prestataire 72,"Nous proposons un service de restauration de qualité, en utilisant des produits frais et en créant des solutions sur mesure pour vos événements professionnels. Notre objectif est de rendre la cuisine de chef accessible à tous, tout en respectant nos valeurs.",48.10196510000001,-1.7121617,Rennes,Bretagne,35000,Ille-et-Vilaine,France,RESTAURATION,30000.0
0de90d1a-0fff-4b33-846f-f1202b54b0dd,Prestataire 73,"Un chef privé avec une expérience de plusieurs années dans une région ensoleillée, qui a décidé de se concentrer sur des services à domicile pour offrir une expérience culinaire personnalisée. Avec une formation en design, ce professionnel propose des plats inspirés par la Méditerranée, riches en saveurs et en couleurs.",43.8820059,4.855684999999999,Châteaurenard,Provence-Alpes-Côte d'Azur,13160,Bouches-du-Rhône,France,RESTAURATION,100000.0
21b63ba8-11f6-46af-b3ac-5cd6ffbc5285,Prestataire 74,"Créée en 2020, cette entreprise régionale a pour vocation de faire découvrir la région en voiture décapotable. Fidèle à sa signature, elle casse les codes en proposant une activité moderne, fun, ludique et décalée pour faire connaître la région autrement. Idéalement située en plein coeur de la région, à proximité des grands axes, elle permet un point de chute à sa base de départ et dispose aussi d'une base déportée dans une ville proche. Équipée d'un camion porteur, les véhicules peuvent être déposés dans toute la région. Son savoir-faire s'étend à l'ensemble des activités automobiles et touristiques. L'entreprise s'entoure d'un réseau de partenaires de qualité et garantit des sorties fondées sur la qualité, la découverte et la sécurité.",43.7870867,5.637025599999999,La Bastide-des-Jourdans,Provence-Alpes-Côte d'Azur,84240,Vaucluse,France,ACTIVITY,1000000.0
